xflr5 v6.59

 Calculated polar for: NACA 23118

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.625 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
  0.000, 0.0711, 0.00796, 0.00251, 0.0161,0.4627,0.7387,-0.8675, 0.0000, 0.0000, 0.0000, 0.0179
  0.100, 0.0810, 0.00798, 0.00252, 0.0164,0.4571,0.7438,-0.8803, 0.0000, 0.0000, 0.0000, 0.0406
  0.200, 0.0906, 0.00799, 0.00253, 0.0168,0.4512,0.7494,-0.8928, 0.0000, 0.0000, 0.0000, 0.0569
  0.300, 0.0998, 0.00802, 0.00255, 0.0173,0.4449,0.7553,-0.9051, 0.0000, 0.0000, 0.0000, 0.0690
  0.400, 0.1093, 0.00806, 0.00257, 0.0177,0.4392,0.7612,-0.9176, 0.0000, 0.0000, 0.0000, 0.0797
  0.500, 0.1194, 0.00807, 0.00258, 0.0181,0.4350,0.7666,-0.9305, 0.0000, 0.0000, 0.0000, 0.0905
  0.600, 0.1295, 0.00808, 0.00260, 0.0184,0.4300,0.7721,-0.9441, 0.0000, 0.0000, 0.0000, 0.0998
  0.700, 0.1394, 0.00810, 0.00263, 0.0187,0.4244,0.7778,-0.9586, 0.0000, 0.0000, 0.0000, 0.1071
  0.800, 0.1489, 0.00814, 0.00265, 0.0191,0.4184,0.7836,-0.9728, 0.0000, 0.0000, 0.0000, 0.1126
  0.900, 0.1580, 0.00819, 0.00267, 0.0196,0.4120,0.7892,-0.9866, 0.0000, 0.0000, 0.0000, 0.1168
  1.100, 0.1784, 0.00823, 0.00272, 0.0202,0.4029,0.7989,-1.0162, 0.0000, 0.0000, 0.0000, 0.1276
  1.200, 0.1887, 0.00825, 0.00275, 0.0204,0.3978,0.8039,-1.0312, 0.0000, 0.0000, 0.0000, 0.1323
  1.300, 0.1985, 0.00829, 0.00278, 0.0208,0.3921,0.8092,-1.0458, 0.0000, 0.0000, 0.0000, 0.1357
